APPLICATIONFEE,APPROVALREQUIRED,AREA,BATHSFULL,BATHSHALF,BEDS,CITY,CLOSEDDATE,COMPACTOR,COMPBONUS,CONNECTIONS,COOLSYSTEM,COOPSALE,COUNTERTOPS,COUNTRY,COUNTY,DAYSONMARKET,DAYSONMARKETCUMULATIVE,DAYSTOCLOSING,DEPOSITPET,DEPOSITSECURITY,GARAGECAP,GPEXT_GEOCODEDATE,GPEXT_LATITUDE,GPEXT_LONGITUDE,LEASEPRICE,LEGALSUBDIVISION,LISTDATE,LISTPRICE,LOTSIZE,LOTSIZESRC,PETS,PHOTOCOUNT,PHOTODATE,REALREMARKS,RECFACILITYFEE,REMARKS,REMOVALOPTDATE,RENTALTERMS,RENTALTYPE,SQFTBLDG,SQFTSOURCE,STORIES,STREETDIR,STREETNAME,STREETNUM,STREETNUMDISPLAY,SUBDIVISION,YEARBUILT,ZIP4,ZIPCODE
50,Y,30,2,0,4,RICHMOND,1/15/14 0:00,NULL,NULL,NULL,CNELE,N,Formica,183,FORTBEND,5,5,2,Y,1375,2,1/8/14 12:51,29.54513931,-95.70996094,1375,CANYON GATE AT THE BRAZOS,1/8/14 0:00,1375,0,APPDS,CSBAS,13,1/8/14 12:53,"Office Open M-F 8am-7pm Sat & Sun 10-6pm -MUST REGISTER CLIENT WITH NAME AND EMAIL ADDRESS DURING OFFICE HOURS. Application per occupant 18 or older. Admin fee $75 upon lease signing. Applicant must apply and pay app fee online-www.americanhomes4rent.com, Commission paid 15-30 days after move in. ***REALTOR MUST SHOW PROPERTY TO EARN COMMISSION*** ***APPLICATION FEES WAIVED THROUGH MIDNIGHT OF 01/15/14*** ",NULL,"Gorgeous brick 4br 2bath home. Spacious floor plan. Don't wait to see this one, it won't last long",NULL,1YEAR,FREES,1641,APDIS,1,NULL,INDIGO TRAILS DR,5727,5727,CANYON GATE AT THE BRAZOS SE,2003,6219,77469
45,Y,30,2,0,3,ROSENBERG,1/13/14 0:00,N,NULL,"ELDRY,GASDR,WASHR",ATCFN,Y,GRANITE,183,FORTBEND,14,14,6,NULL,1600,2,12/26/13 13:50,29.5408287,-95.73325348,1600,SUMMER LAKES,12/24/13 0:00,1600,NULL,NULL,NOALL,22,12/29/13 18:35," Already under a contract.  Thank you. NO PETS, NO SMOKERS, PLEASE.",NULL,"BEARTIFUL HOME BUILT BY HIGHLAND HOMES, READY TO MOVE-IN. NEVER LIVED-IN, OPEN FAMILY ROOM, COVERED PATIO, SEPARATE TUB SHOWER IN MASTER BATH. KITCHEN FEATURES GRANITE COUNTERTOPS, STAINLESS STEEL APPLIANCES, REFRIGERATOR, WASHER AND DRYER. HIGH CEILINGS, AUTOMATED SPRINKLER SYSTEM. ENVIRONMENTS FOR LIVING CERTIFIED WITH TRANE 16 SEER AC SYSTEM. MINUTES TO HWY 59, SHOPS, RESTUARANTS. ETC",NULL,1YEAR,FREES,1553,BUILD,NULL,NULL,SILENT DEEP,8041,8041,SUMMER LAKES,2013,NULL,77469
35,Y,30,2,0,4,RICHMOND,1/12/14 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,Laminate,183,FORTBEND,23,23,22,Y,1550,2,11/28/13 1:25,29.56744957,-95.75885773,1550,COUNTRY CLUB ESTATES,11/28/13 0:00,1550,9000,APPDS,CSBAS,32,11/28/13 1:57,"Good tenants, please",NULL,"This is a clean and spacious home. This home has both formals and a large family room with high ceilings, fireplace with gas logs, built in book cases and cabinets. The kitchen has been completely remodeled with custom cabinets and new appliances. The master is split away from the other 3 bedrooms. Each room has a nice sized walk in closet. The garage is oversized with a workshop area. Nice fenced in yard and long driveway. Clean and ready.",NULL,1YEAR,FREES,1941,APDIS,1,NULL,TANGLELANE ST,2014,2014,COUNTRY CLUB ESTATES SEC 2,1973,5126,77469
40,Y,30,2,0,3,RICHMOND,1/10/14 0:00,N,NULL,NULL,CNELE,Y,GRANITE,183,FORTBEND,41,41,3,Y,1800,2,11/27/13 19:44,29.55733681,-95.69974518,1800,CANYON GATE AT THE BRAZOS,11/27/13 0:00,1800,0,APPDS,CSBAS,28,11/27/13 19:44,"Vacant and easy to show!! ALL APPLICANTS OVER 18 WILL NEED TO COMPLETE AN APPLICATION. WHEN SUBMITTING AN APPLICATION PLEASE INCLUDE THE LAST PAY STUB WITH YTD AND TDL. INCOME REQUIREMENTS ARE 3 TIMES THE MONTHLY RENT MINIMUM. COMMISSION IS 1/2 MONTH, THERE IS NO RECURRING COMMISSION AND NO COMMISSION OFFERED ON A FUTURE SALE.",NULL,"THIS GORGEOUS HOME OFFERS BOTH FORMAL AND DINING AREAS OFF THE EXTENDED TILED ENTRY. THE STUDY HAS DOUBLE DOORS AND IS CONVENIENT TO THE ENTRY, COULD ALSO BE USED AS A FOURTH BEDROOM. THE ISLAND KITCHEN IS CENTRALLY LOCATED AND OPENS TO FAMILY ROOM AND BREAKFAST AREA AND FEATURES AN EXTENDED BREAKFAST/SERVING BAR AND OFFERS GRANITE COUNTER TOPS AND TILE BACK SPLASH. WOOD FLOORS AND TILE THROUGHOUT. HIGH CEILINGS, FIREPLACE, GAS RANGE AND SO MUCH MORE! GOOD CREDIT AND REFERENCES REQUIRED.",NULL,1YEAR,FREES,2324,APDIS,1,NULL,CANYON CHASE DR,6223,6223,CANYON GATE AT THE BRAZOS SE,2003,6225,77469
0,Y,30,2,1,4,ROSENBERG,1/10/14 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,N,Formica,183,FORTBEND,27,27,2,Y,1650,2,12/12/13 4:22,29.51790047,-95.74960327,1500,Walnut Creek,12/12/13 0:00,1650,6732,APPDS,CSBAS,27,7/18/14 1:10,REALTORS: Please submit the following forms available in the media section of this listing for each applicant (1) Lease Application (2) Application Deposit Hold w/ copy of $100 deposit hold check (3) Agreement Between Brokers w/ copy of W9 - as well as the following  for each applicant over 18 yrs. of age: (4) Credit Report w/ scores and dated within the past 30 days (5) Copy of past 60 days pay stubs (6) Copy of Driver's License - email all the above to listing agent,YESPD,"Very clean & spacious 4 Bedroom two-story, newer home with energy efficient features, large backyard - Great proximity to growing shopping/entertainment/dining at Brazos Town Center and neighboring communities - community recreation center - easy  access to Hwy 59 - zoned to the much desired George Ranch High School, Reading Jr High, Polly Ryon Middle, and Cora Thomas Elementary schools! Pets allowed on a case by case approval basis w/ additional deposit - Refrigerator, Washer, & Dryer included!",NULL,1YEAR,FREES,2278,APDIS,2,NULL,HAVEN FOREST LN,6627,6627,WALNUT CREEK SEC 3,2009,5739,77469
40,Y,30,3,1,4,SUGAR LAND,1/10/14 0:00,N,NULL,"ELDRY,WASHR",CNELE,Y,Granite,183,FORTBEND,6,6,1,Y,2250,2,1/3/14 15:01,29.64821434,-95.62973022,2200,Other in 77498,1/3/14 0:00,2250,7238,APPDS,CSBAS,18,1/3/14 15:01,"ATTENTION AGENTS: ALL ITEMS need to be received in order to start processing application.  Please turn in a FULLY completed application (with all phone numbers to verify references), 2 current paystubs & copy of driver's license.  $40 Application fee per adult. All occupants over the age of 18 need to complete application.  Application fee can be paid online at www.SUGARLANDPM.com. Once approved, SECURITY DEPOSIT IS DUE WITHIN 48 HOURS ALONG WITH A SIGNED LEASE which we will prepare.",NULL,"Very nice, elegant and spacious home offering a wonderful open floor plan and a gorgeous kitchen with an Island and granite counter tops.  Painted in a soft neutral color. Spacious downstairs Master bedroom offers bay windows.  Secondary bedrooms are large as well with a jack and jill upstairs bathroom.  Don't forget about the large sized backyard which will be great for entertainment.  Must show this home to your picky clients!!",NULL,1YEAR,FREES,3304,APDIS,2,NULL,ABBEY LN,13907,13907,THE RESERVE AT GLEN LAUREL S,2006,6303,77498
39,Y,30,3,0,5,SUGAR LAND,1/8/14 0:00,NULL,NULL,NULL,CNELE,N,Formica,183,FORTBEND,75,75,2,Y,2195,2,10/23/13 18:28,29.56610107,-95.69365692,2195,RIVERPARK,10/23/13 0:00,2195,8718,APPDS,CSBAS,17,10/23/13 18:28,Currently occupied! Available November 1st. ,NULL,NULL,NULL,1YEAR,NULL,3268,APDIS,2,NULL,ASPEN HOLLOW LN,3127,3127,RIVERPARK SEC 12,2002,3842,77479
50,Y,30,3,0,4,ROSENBERG,1/6/14 0:00,NULL,NULL,"ELDRY,WASHR",CNELE,N,Corian,183,FORTBEND,63,63,3,Y,1899,3,11/1/13 14:03,29.52978325,-95.73447418,1899,RIVER RUN AT THE BRAZOS,11/1/13 0:00,1899,0,APPDS,CSBAS,17,11/1/13 14:12,"Application Fee: $75/Married Couple $50/Each Individual 18 & Older. Please make funds payable to TEXAS HOMES REALTY. WE DO NOT ACCEPT PERSONAL CHECKS or CASH. Please view our Lease Application Procedures under Documents on this Listing Before Submitting an Application. All Monies must be Delivered to 21510 Kingsland Blvd. Ste. 105 Katy, TX 77450 ** FREE RENT FOR DECEMBER **",NULL,"Look No Further!  Beautiful Lake Front Home with 4/5 BR, 3 BA and 3 Car Garage. This Home Features Both Formals, Den and Study that could be used as a 5th BR. Ceiling Fans and Tile Flooring Throughout. Island Kitchen is Equipped with Walk in Pantry, 42'' Cabinets, Tile Backsplash & Stainless Steel Appliances including Refrigerator. Washer & Dryer Included! Large Game Room Upstairs. Nice Size Rooms.  Large Utility Room.  Plenty of Backyard Space with No Rear Neighbors. Come See Today!",NULL,1YEAR,FREES,4141,APDIS,2,NULL,CLOVER LEAF DR,8307,8307,RIVER RUN AT THE BRAZOS SEC,2006,4866,77469
50,Y,30,3,1,4,sugarland,1/6/14 0:00,NULL,NULL,WASHR,CNELE,N,NULL,183,FORTBEND,24,24,4,Y,2700,2,12/9/13 12:13,29.54800415,-95.68264008,2400,GREATWOOD GLEN,12/9/13 0:00,2500,0,APPDS,CSBAS,25,7/18/14 1:10,"59S to Grand Parkway exit to Greatwood Parkway -(R) Greatwood Glen Dr.- (L) Emerald Glen, Home on the right.",NULL,"Former Model Home w/dramatic marble floored entry, high ceiling, sweeping staircase. Extensive built ins, art niche, slate floors in brkfst/kitch/Lanai/utility. Extensive mature landscaping, sprinkler system, heated pool. Upgraded light & plumbing fixtures, granite countertops, wht kitch cabinets. Lot & lots of windows and light. Electronic, remote controlled driveway gate. Outstanding entertaining area inside and around pool!",NULL,LONGT,FREES,2949,APDIS,2,NULL,Emerald Glen DR,7302,7302,GREATWOOD GLEN SEC 1,1992,NULL,77479
45,Y,30,4,0,6,RICHMOND,1/3/14 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,82,82,13,Y,2500,2,9/30/13 11:33,29.56553268,-95.71039581,2500,RIVERPARK WEST,9/30/13 0:00,2500,0,APPDS,CSBAS,13,10/1/13 18:54,"PLEASE READ APPLICATION AND COMMISSON INSTRUCTIONS. Call CSS for access to property. 713-977-7469. The application cannot be processed until the entire application, proof of income, copy of ID's and application fee($45 for each adult) is received. Houston Office : 2425 W loop S #200 77027  RENTERS INSURANCE REQUIRED",NULL,"Sensational home with tons of space!! Featuring a large open floorplan, granite countertops, 20 ft ceilings in the entry on a cul-de-sac street!  Ample space for any family with a fenced in back yard and a two car garage.  Two bedrooms downstairs plus a media room and game room.  Pets are case by case.",NULL,1YEAR,NULL,4350,APDIS,2,NULL,TREEMONT HOLLOW CT,21811,21811,RIVERPARK WEST SEC 8,2006,7250,77469
35,Y,30,2,1,4,Richmond,1/3/14 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,14,14,4,Y,1400,2,12/16/13 8:52,29.56421661,-95.763237,1400,LAUREL OAKS MANOR,12/16/13 0:00,1400,0,APPDS,CSBAS,21,12/18/13 8:44,Listing agent has lease form prepared and will complete lease.,NULL,"Look at this beautiful recently remodeled 4/2.5/2, over 2000+ sq ft of living space, fireplace, refrigerator included, located on a culdesac street. Extra clean!  Has a detached 2 car garage with a separate work area and a detached storage building behind the garage. ",NULL,1YEAR,FREES,2085,APDIS,1.5,NULL,Chestnut,1509,1509,LAUREL OAKS MANOR,1981,4854,77469
0,Y,30,1,1,5,FULSHEAR,1/2/14 0:00,NULL,NULL,NULL,CNELE,N,NULL,183,FORTBEND,90,90,17,NULL,NULL,0,9/17/13 7:53,29.69125366,-95.90161896,3500,FULSHEAR,9/17/13 0:00,3500,22500,APPDS,NOALL,13,9/17/13 9:45,Commercial property available for a 3 year lease.  Recently renovated.  Great floor plan with lots of options.  Call for lock combo,NULL,Commercial property available for a 3 year lease.  Recently renovated.  Great floor plan with lots of options.,NULL,LONGT,FREES,2287,SELLR,1,NULL,Harris ST,8418,8418,FULSHEAR,1966,NULL,77441
45,Y,30,2,1,3,RICHMOND,1/2/14 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,47,47,10,NULL,1500,2,11/6/13 18:55,29.68792915,-95.83041382,1400,WESTHEIMER LAKES,11/6/13 0:00,1400,0,APPDS,NOALL,18,11/6/13 19:00,"PLEASE READ COMMISSON AND APPLICATION INSTRUCTIONS ATTACHED. Call CSS for access to property. 713-977-7469. The application cannot be processed until the entire application, proof of income, copy of ID's and application fee($45 for each adult paid online) is received. Houston Office : 2425 W loop S #200 77027 RENTERS INSURANCE REQUIRED",NULL,"Very open with high ceilings and lots of natural light. Three bedroom 2/1 bath with beautiful new laminate floors throughout the downstairs. Nice loft room for study, office, gameroom,  Close to Westpark tollway & shopping centers. Features beach entry splash pool with slide and kids' playscape, Walking trails and bike paths, Covered basketball pavilion, Sand volleyball court, lighted tennis courts.Community lake and large gathering room",NULL,1YEAR,NULL,1792,APDIS,2,NULL,DELLROSE CROSSING DR,11034,11034,VILLAS AT WESTHEIMER LAKES S,2006,3955,77406
50,Y,30,2,0,3,Katy,1/2/14 0:00,NULL,NULL,NULL,CNELE,N,Granite,183,FORTBEND,23,23,25,Y,2150,2,11/15/13 6:24,29.72503471,-95.83681488,2100,PINE MILL RANCH,11/15/13 0:00,2100,NULL,NULL,CSBAS,16,7/18/14 1:10,NULL,NULL,"3 bedrooms, plus extran room for study. 2 full baths. Granite counter top along with lots of cabinets. Master bath includes garden tub with separate walk-in shower. Garage door opener. Sprinkler system. Don't miss your chance to live in this pristine home.",NULL,1YEAR,FREES,2180,BUILD,1,NULL,Misty Waters Lane,4007,4007,Pine Mill Ranch Sec 15,2013,NULL,77494
0,Y,30,4,0,4,ROSENBERG,1/1/14 0:00,NULL,NULL,NULL,CNELE,N,NULL,183,FORTBEND,116,116,12,Y,2225,2,8/26/13 15:01,29.52973366,-95.73384094,1995,RIVER RUN AT THE BRAZOS,8/26/13 0:00,1995,0,APPDS,YESAL,27,8/26/13 15:19,Office Open M-F 8am-7pm Sat & Sun 10-6pm -MUST REGISTER CLIENT WITH NAME AND EMAIL ADDRESS DURING OFFICE HOURS. Application per occupant 18 or older. Admin fee $75 upon lease signing.  Applicant must apply and pay app fee online-Americanhomes4rent  Commission paid 15-30 days after move in. ***REALTOR MUST SHOW PROPERTY TO EARN COMMISSION SEE MEDIA INSTRUCTIONS FOR INVOICE SUBMISSION***APPLICATION FEES WAIVED THROUGH MIDNIGHT OF 12-31-13***,NULL,READY FOR QUICK MOVE-IN / YOU MUST APPLY ONLINE AT AMERICANHOMES4RENT,NULL,1YEAR,NULL,4143,APDIS,2,NULL,CLOVER LEAF DR,8310,8310,RIVER RUN AT THE BRAZOS SEC,2006,4865,77469
50,Y,30,2,1,4,SUGAR LAND,1/1/14 0:00,NULL,NULL,"ELDRY,GASDR,WASHR",CNELE,N,NULL,183,FORTBEND,61,61,24,NULL,NULL,2,10/8/13 10:27,29.56999588,-95.68203735,1700,RIVERPARK,10/8/13 0:00,1700,0,APPDS,NOALL,29,10/10/13 18:48,Also for sale,NULL,Occupied will be available for move in at the 15th DECEMBER All measurments are approx. VEGGIE & FRUIT GARDEN IN BACKYARD  SPRINKLER SYSTEM AVAILABLE. ,12/14/13 0:00,1YEAR,FREES,2775,APDIS,2,NULL,AMES CROSSING,5718,5718,RIVERPARK SEC 2,1999,8911,77479
50,Y,30,2,1,3,Rosenberg,1/1/14 0:00,N,NULL,NULL,CNELE,N,Granite,183,FORTBEND,43,43,12,NULL,1485,2,11/7/13 10:04,29.55360031,-95.77240753,1385,VILLAGES OF TOWN CENTER,11/7/13 0:00,1385,6600,APPDS,NOALL,10,11/8/13 19:12,"This house is available for immediate move-in, please take off shoes. when leave, please turn off lights and fans, make sure windows and doors are locked, thank you for showing.",NULL,"The home has been completely upgraded with granite counter-top, brand new stainless appliances, Beautiful wood/ceramic tile flooring downstairs, fresh new carpet upstairs, fresh paint, 3 bedrooms and big game room upstairs,  family/living/breakfast room downstairs, ready to move in immediately. This beautiful home won't last long! Must see and call today!!!",NULL,1YEAR,FREES,2439,APDIS,NULL,NULL,DIVIN,1406,1406,VILLAGES OF TOWN CENTER,2003,2164,77471
0,Y,30,2,0,2,ROSENBERG,1/1/14 0:00,NULL,NULL,NULL,CNELE,N,laminate,183,FORTBEND,32,32,7,NULL,850,2,11/23/13 16:09,29.56742477,-95.77638245,850,TIMBERLANE ADDITION,11/23/13 0:00,850,8450,APPDS,NOALL,32,11/25/13 12:04,"Title has been opened with Tammy Rehak from Stewart Title in Richmond, email address tammy.rehak@stewart.com, 281-341-0404.  email agent for owner finance terms at info@maretgroup.com",NULL,"This is your classic 2/2. Excellent investment property ready to be updated but completely ready to be lived in now. The home is outdated yes, but well maintained: French doors, fireplace, bookshelves, kitchen updates.  Must see! won't last long!!!  please independently verify room dimensions",NULL,1YEAR,NULL,1554,APDIS,1,NULL,LINDSEY DR,1019,1019,TIMBERLANE ADDN,1962,2109,77471
40,Y,30,2,0,3,ROSENBERG,1/1/14 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,Formica,183,FORTBEND,16,16,12,Y,1300,2,12/2/13 15:42,29.55592346,-95.76862335,1300,VILLAGES OF TOWN CENTER,12/4/13 0:00,1300,0,APPDS,CSBAS,18,12/4/13 13:51,"Reviewing application at this time. Currently occupied until Dec 20. Application fee is $45 per person. Please provide copies of TDL and last 2 months of paycheck stubs with application. If your client has a pet, please call in advance to see if owner will consider.  Only outdoor pets will be considered.  $200 deposit per pet, half being nonrefundable.",NULL,This house has great curb appeal. Porched entry leads into 3 bedroom home with new carpet and interior paint throughout. It has an open kitchen overlooking breakfast and living area. Kitchen provides lots of counter space and cabinets. Large covered patio with nice-sized yard.  Refrigerator stays!!,NULL,1YEAR,FREES,1792,APDIS,1,NULL,WALID LN,5709,5709,VILLAGES OF TOWN CENTER SEC,2005,2494,77471
45,Y,30,2,0,4,ROSENBERG,1/1/14 0:00,NULL,NULL,WASHR,"CNELE,CNGAS",N,NULL,183,FORTBEND,21,21,6,NULL,1325,2,12/5/13 16:18,29.55622673,-95.76980591,1325,VILLAGES OF TOWN CENTER,12/5/13 0:00,1325,6421,APPDS,NOALL,15,12/6/13 23:47,"Application fee $45 each adult, or $65 for married couple with same last name. Listing agent check credit. No smoker, No pet please. Not so perfect credit will required extra deposit. Provide clear copy of driver license, paid check stubs, bank statement. cash or money order for application fee along with detailed fill-out application for each adult. Please bring application fee to Re/max office, Terry Fan. owner/agent. Landlord will stretch & clean the carpet.",NULL,"Nice one story house located in Town Center area. Open Kitchen overlook the family room and breakfast area. Updated Gas Range, updated dishwasher. Neutral color paint, elegant designed tile floor in entry, kitchen, family room, breakfast, and bathsrooms. Updated light /fans, window fixture. Backyard with covered patio and fully fenced to enjoy the peaceful privacy.",NULL,1YEAR,FREES,1761,APDIS,1,NULL,WALID LN,5609,5609,VILLAGES OF TOWN CENTER SEC,2004,2493,77471
50,Y,30,2,0,2,Sugar Land,12/31/13 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,12,33,8,Y,1850,2,12/11/13 8:14,29.56102943,-95.68110657,1775,Greatwood Tract,12/11/13 0:00,1850,NULL,NULL,CSBAS,10,12/11/13 8:15,NULL,NULL,"Single Story Ryland Town House on Golf Course with Great View of the 11th Green and Fairway!  Two  Bedroom, Two Bath with Study / Third Bedroom!  All Flooring  is Tiled!  Open Kitchen!  Low Maintenance!  Great Backyard with Patio, Extra Yard Space and Gate to Golf Course!",NULL,1YEAR,TWNHO,1634,APDIS,NULL,NULL,Grand Terrace,2123,2123,Greatwood,2002,6514,77479
50,Y,30,2,0,3,ROSENBERG,12/30/13 0:00,N,NULL,NULL,CNELE,Y,NULL,183,FORTBEND,61,61,2,NULL,1050,1,10/28/13 12:42,29.54860687,-95.81832123,1050,SOUTHLAND TERRACE,10/28/13 0:00,1050,9000,APPDS,NOALL,6,10/28/13 12:55,VACANT AND READY TO GO.,NULL,"GREAT STREET - NO BACK NEIGHBORS. 1-CAR GARAGE IN FRONT AND CARPORT IN BACK. XTRA STORAGE AREA IN THE OTHER ENCLOSED GARAGE. RECENT UPDATES INCLUDE ROOF, CARPET, PAINT,PLUMBING FIXTURES, DOORS AND MORE . A MUST SEE.",NULL,1YEAR,FREES,1452,APDIS,1,NULL,WALGER AVE,826,826,SOUTHLAND TERRACE SEC 1,1965,4226,77471
35,Y,30,2,0,3,SUGAR LAND,12/30/13 0:00,N,NULL,"ELDRY,GASDR,WASHR","CNELE,ZONED",N,Laminate,183,FORTBEND,14,14,13,Y,1895,2,11/7/13 10:26,29.54213142,-95.68138885,1895,GREATWOOD CROSSING,12/3/13 0:00,1895,0,APPDS,CSBAS,28,12/3/13 15:15,This must be the cleanest home for lease in Greatwood!  You will not be disappointed to show!,OWNER,"Super clean home for lease in the master planned, golf course community of Greatwood! This 1-story, 3 bed 2 bath home has recently been updated with neutral paint inside and out, hardwood wood flooring, stainless appliances and the REFRIGERATOR STAYS! This home has an open layout with great architectural detail and tile in the common areas for easy clean up. No neighbors behind, and located on a cul de sac street!  Call for an appointment today!",12/27/13 0:00,1YEAR,FREES,2038,APDIS,1,NULL,BROKEN OAK LN,7606,7606,GREATWOOD CROSSING SEC 3,1998,6463,77479
35,Y,30,2,0,3,RICHMOND,12/30/13 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,7,7,7,Y,NULL,2,12/17/13 10:15,29.54030228,-95.71376801,1300,BRAZOS VILLAGE,12/16/13 0:00,1300,5400,APPDS,CSBAS,13,12/17/13 10:15,"Bed room dimensions are and estimate. Application fee $35 for each person over 18 years of age. Application fee can be paid through Paypal at brad@vitaequiy.com, cash, or certified funds. Pets are on a case by case bases.",NULL,"Beautiful 3 bedroom 2 bathroom home. Ready to move in! Laminate flooring in living room and all bed rooms. Nice floor plan. Quick access to 59, shopping, restaurants and more.",NULL,1YEAR,NULL,1285,APDIS,1,NULL,BIG THICKET DR,130,130,BRAZOS VILLAGE SEC 2,2003,6192,77469
40,Y,30,2,0,3,Sugar Land,12/29/13 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,"Tile,Laminate",183,FORTBEND,23,23,1,Y,1850,2,12/5/13 16:48,29.55058861,-95.68904877,1850,GREATWOOD KNOLL,12/5/13 0:00,1850,0,APPDS,CSBAS,32,12/24/13 0:13,Super clean rental!!!  You will be thrilled to show this home!  All room measurements and school zoning should be independently verified. Room measurements are estimates. A final clean will be completed before tenant moves in.,OWNER,"Super clean rental! Fantastic 3 bedroom PLUS study, in the golf course community of Greatwood! This home has neutral paint colors, oversized tile in wet areas and updated light fixtures. Stainless appliances in the island kitchen!  The home includes the REFRIGERATOR and WASHER/DRYER! Call for an appointment today!",NULL,1YEAR,FREES,2114,APDIS,1,NULL,Shady Lane,6935,6935,GREATWOOD KNOLL SEC 1,1991,NULL,77479
